timestamp,user,ip,event,status
2026-06-20 13:02:12,user1,192.168.130.155,LOGIN_SUCCESS,SUCCESS
2026-06-20 10:22:53,user17,192.168.85.19,LOGIN_FAIL,FAILED
2026-06-20 16:02:36,user46,192.168.136.224,LOGIN_SUCCESS,SUCCESS
2026-06-20 08:10:33,user5,192.168.217.89,LOGOUT,SUCCESS
2026-06-20 10:42:48,user3,192.168.243.141,FILE_ACCESS,SUCCESS
2026-06-20 10:41:45,user9,192.168.249.129,LOGIN_FAIL,FAILED
2026-06-20 14:38:17,user23,192.168.56.60,LOGIN_FAIL,FAILED
2026-06-20 12:32:33,user7,192.168.148.122,LOGIN_SUCCESS,SUCCESS
2026-06-20 15:23:52,user48,192.168.2.19,LOGIN_FAIL,FAILED
2026-06-20 12:18:34,user12,192.168.12.170,FILE_ACCESS,SUCCESS
2026-06-20 08:27:04,user48,192.168.60.222,LOGOUT,SUCCESS
2026-06-20 15:29:42,user48,192.168.63.201,FILE_ACCESS,SUCCESS
2026-06-20 12:51:25,user45,192.168.181.18,LOGIN_FAIL,FAILED
2026-06-20 08:42:17,user15,192.168.245.200,LOGIN_FAIL,FAILED
2026-06-20 16:22:46,user20,192.168.29.40,FILE_ACCESS,SUCCESS
2026-06-20 12:08:35,user2,192.168.187.63,ERROR,FAILED
2026-06-20 15:15:13,user18,192.168.103.93,FILE_ACCESS,SUCCESS
2026-06-20 13:04:52,user42,192.168.29.40,ACCESS_DENIED,FAILED
2026-06-20 17:45:41,user2,192.168.103.93,LOGIN_FAIL,FAILED
2026-06-20 12:45:18,user38,192.168.60.222,CONFIG_CHANGE,SUCCESS
2026-06-20 12:49:57,user7,192.168.8.24,ACCESS_DENIED,FAILED
2026-06-20 14:17:34,user21,192.168.50.49,LOGIN_SUCCESS,SUCCESS
2026-06-20 17:18:36,user25,192.168.155.68,FILE_ACCESS,SUCCESS
2026-06-20 11:27:37,user3,192.168.199.15,ERROR,FAILED
2026-06-20 08:01:50,user35,192.168.188.125,ERROR,FAILED
2026-06-20 11:35:12,user28,192.168.17.99,LOGIN_FAIL,FAILED
2026-06-20 14:00:39,user21,192.168.182.162,ERROR,FAILED
2026-06-20 10:16:07,user20,192.168.205.221,ACCESS_DENIED,FAILED
2026-06-20 15:26:04,user26,192.168.230.150,ERROR,FAILED
2026-06-20 10:19:01,user27,192.168.94.42,ERROR,FAILED
2026-06-20 14:54:07,user48,192.168.105.49,LOGOUT,SUCCESS
2026-06-20 13:28:43,user36,192.168.197.165,FILE_ACCESS,SUCCESS
2026-06-20 13:31:54,user14,192.168.81.55,LOGIN_SUCCESS,SUCCESS
2026-06-20 13:51:58,user29,192.168.42.139,LOGIN_SUCCESS,SUCCESS
2026-06-20 11:53:25,user31,192.168.62.225,FILE_ACCESS,SUCCESS
2026-06-20 11:05:20,user6,192.168.186.240,LOGIN_SUCCESS,SUCCESS
2026-06-20 14:06:06,user49,192.168.40.56,LOGIN_FAIL,FAILED
2026-06-20 13:39:03,user13,192.168.187.63,LOGIN_FAIL,FAILED
2026-06-20 08:50:28,user31,192.168.143.57,ERROR,FAILED
2026-06-20 09:19:32,user27,192.168.130.156,FILE_ACCESS,SUCCESS
2026-06-20 11:32:22,user45,192.168.187.87,LOGIN_SUCCESS,SUCCESS
2026-06-20 15:16:31,user10,192.168.143.57,ERROR,FAILED
2026-06-20 08:06:03,user50,192.168.20.114,FILE_ACCESS,SUCCESS
2026-06-20 15:44:22,user12,192.168.44.137,FILE_ACCESS,SUCCESS
2026-06-20 17:25:44,user4,192.168.96.196,ACCESS_DENIED,FAILED
2026-06-20 10:12:33,user9,192.168.130.156,FILE_ACCESS,SUCCESS
2026-06-20 17:40:08,user39,192.168.247.55,LOGIN_SUCCESS,SUCCESS
2026-06-20 16:03:24,user47,192.168.142.59,FILE_ACCESS,SUCCESS
2026-06-20 15:46:06,user29,192.168.43.68,FILE_ACCESS,SUCCESS
2026-06-20 16:38:28,user17,192.168.216.164,FILE_ACCESS,SUCCESS
2026-06-20 13:02:53,user50,192.168.167.139,ACCESS_DENIED,FAILED
2026-06-20 12:21:19,user29,192.168.55.234,LOGIN_FAIL,FAILED
2026-06-20 13:12:05,user18,192.168.254.237,LOGIN_SUCCESS,SUCCESS
2026-06-20 17:49:59,user9,192.168.207.41,LOGIN_FAIL,FAILED
2026-06-20 14:58:22,user10,192.168.106.120,ERROR,FAILED
2026-06-20 09:10:09,user27,192.168.41.117,LOGIN_SUCCESS,SUCCESS
2026-06-20 16:28:54,user4,192.168.41.117,LOGIN_FAIL,FAILED
2026-06-20 15:38:54,user50,192.168.175.185,ACCESS_DENIED,FAILED
2026-06-20 08:21:20,user37,192.168.26.13,LOGIN_SUCCESS,SUCCESS
2026-06-20 08:06:26,user20,192.168.161.41,FILE_ACCESS,SUCCESS
2026-06-20 15:37:40,user48,192.168.33.33,ERROR,FAILED
2026-06-20 12:00:53,user15,192.168.126.5,LOGIN_SUCCESS,SUCCESS
2026-06-20 16:50:27,user25,192.168.23.152,LOGIN_SUCCESS,SUCCESS
2026-06-20 15:21:37,user11,192.168.28.64,FILE_ACCESS,SUCCESS
2026-06-20 10:19:24,user35,192.168.182.162,LOGIN_FAIL,FAILED
2026-06-20 15:10:22,user37,192.168.231.133,ERROR,FAILED
2026-06-20 09:31:41,user28,192.168.132.61,LOGIN_FAIL,FAILED
2026-06-20 16:24:17,user4,192.168.26.98,LOGIN_SUCCESS,SUCCESS
2026-06-20 13:57:33,user30,192.168.166.19,LOGIN_SUCCESS,SUCCESS
2026-06-20 14:54:06,user49,192.168.242.146,CONFIG_CHANGE,SUCCESS
2026-06-20 15:40:27,user6,192.168.216.197,ACCESS_DENIED,FAILED
2026-06-20 17:49:11,user23,192.168.51.184,LOGIN_FAIL,FAILED
2026-06-20 09:14:56,user42,192.168.238.193,LOGIN_FAIL,FAILED
2026-06-20 08:33:53,user13,192.168.176.84,FILE_ACCESS,SUCCESS
2026-06-20 10:46:26,user9,192.168.164.177,ACCESS_DENIED,FAILED
2026-06-20 10:04:56,user14,192.168.238.139,ACCESS_DENIED,FAILED
2026-06-20 12:39:53,user24,192.168.167.139,LOGIN_FAIL,FAILED
2026-06-20 10:05:06,user11,192.168.238.193,CONFIG_CHANGE,SUCCESS
2026-06-20 09:58:04,user2,192.168.103.255,LOGOUT,SUCCESS
2026-06-20 14:49:56,user46,192.168.227.138,LOGIN_FAIL,FAILED
2026-06-20 12:25:15,user45,192.168.24.98,FILE_ACCESS,SUCCESS
2026-06-20 10:12:13,user3,192.168.238.139,LOGIN_SUCCESS,SUCCESS
2026-06-20 15:47:54,user24,192.168.226.147,LOGIN_FAIL,FAILED
2026-06-20 14:12:42,user27,192.168.58.36,FILE_ACCESS,SUCCESS
2026-06-20 09:55:16,user24,192.168.249.129,ERROR,FAILED
2026-06-20 16:22:09,user10,192.168.166.26,LOGIN_SUCCESS,SUCCESS
2026-06-20 17:29:53,user18,192.168.125.55,ERROR,FAILED
2026-06-20 17:47:49,user31,192.168.249.24,ACCESS_DENIED,FAILED
2026-06-20 12:53:09,user16,192.168.150.110,FILE_ACCESS,SUCCESS
2026-06-20 09:34:39,user29,192.168.242.146,LOGIN_FAIL,FAILED
2026-06-20 16:27:35,user40,192.168.194.187,ERROR,FAILED
2026-06-20 14:07:26,user32,192.168.23.152,FILE_ACCESS,SUCCESS
2026-06-20 11:18:37,user14,192.168.126.5,LOGIN_SUCCESS,SUCCESS
2026-06-20 12:42:11,user18,192.168.24.194,FILE_ACCESS,SUCCESS
2026-06-20 13:01:45,user1,192.168.156.109,ACCESS_DENIED,FAILED
2026-06-20 11:28:41,user16,192.168.179.109,ERROR,FAILED
2026-06-20 16:53:39,user49,192.168.156.109,LOGIN_FAIL,FAILED
2026-06-20 16:40:01,user46,192.168.72.172,ACCESS_DENIED,FAILED
2026-06-20 08:18:50,user19,192.168.40.56,LOGIN_FAIL,FAILED
2026-06-20 12:25:45,user43,192.168.68.36,ACCESS_DENIED,FAILED
2026-06-20 16:36:55,user34,192.168.136.224,LOGIN_SUCCESS,SUCCESS
2026-06-20 14:01:18,user45,192.168.161.41,ACCESS_DENIED,FAILED
2026-06-20 13:34:54,user15,192.168.216.197,LOGIN_FAIL,FAILED
2026-06-20 11:30:21,user8,192.168.144.138,ERROR,FAILED
2026-06-20 11:22:13,user14,192.168.94.42,ERROR,FAILED
2026-06-20 13:02:00,user38,192.168.28.64,CONFIG_CHANGE,SUCCESS
2026-06-20 17:33:02,user19,192.168.116.31,CONFIG_CHANGE,SUCCESS
2026-06-20 11:32:01,user15,192.168.102.227,LOGIN_SUCCESS,SUCCESS
2026-06-20 13:30:09,user46,192.168.58.36,ACCESS_DENIED,FAILED
2026-06-20 12:59:37,user4,192.168.130.155,ACCESS_DENIED,FAILED
2026-06-20 10:17:55,user49,192.168.85.19,ACCESS_DENIED,FAILED
2026-06-20 08:13:23,user19,192.168.177.52,ACCESS_DENIED,FAILED
2026-06-20 16:01:06,user12,192.168.24.194,CONFIG_CHANGE,SUCCESS
2026-06-20 12:35:46,user8,192.168.236.1,FILE_ACCESS,SUCCESS
2026-06-20 15:17:40,user5,192.168.29.238,ACCESS_DENIED,FAILED
2026-06-20 08:58:33,user10,192.168.221.93,FILE_ACCESS,SUCCESS
2026-06-20 13:31:52,user16,192.168.179.109,LOGIN_FAIL,FAILED
2026-06-20 15:34:34,user39,192.168.6.151,FILE_ACCESS,SUCCESS
2026-06-20 12:06:30,user34,192.168.249.24,LOGIN_SUCCESS,SUCCESS
2026-06-20 16:03:34,user38,192.168.235.165,CONFIG_CHANGE,SUCCESS
2026-06-20 13:33:33,user40,192.168.194.187,LOGIN_FAIL,FAILED
2026-06-20 09:48:23,user14,192.168.26.13,ERROR,FAILED
2026-06-20 12:49:03,user6,192.168.226.147,LOGIN_FAIL,FAILED
2026-06-20 11:09:51,user5,192.168.136.224,LOGIN_FAIL,FAILED
2026-06-20 15:26:12,user45,192.168.216.164,ACCESS_DENIED,FAILED
2026-06-20 13:18:07,user15,192.168.109.9,LOGIN_SUCCESS,SUCCESS
2026-06-20 13:08:48,user30,192.168.14.173,LOGIN_FAIL,FAILED
2026-06-20 12:14:57,user41,192.168.9.207,ACCESS_DENIED,FAILED
2026-06-20 11:36:04,user8,192.168.185.225,ACCESS_DENIED,FAILED
2026-06-20 10:42:44,user10,192.168.81.103,LOGIN_FAIL,FAILED
2026-06-20 11:01:13,user39,192.168.68.36,ERROR,FAILED
2026-06-20 13:15:14,user8,192.168.130.234,ACCESS_DENIED,FAILED
2026-06-20 13:32:08,user26,192.168.14.173,LOGOUT,SUCCESS
2026-06-20 17:06:38,user32,192.168.169.122,LOGIN_SUCCESS,SUCCESS
2026-06-20 08:43:32,user48,192.168.249.129,LOGIN_SUCCESS,SUCCESS
2026-06-20 12:33:28,user6,192.168.229.140,LOGIN_FAIL,FAILED
2026-06-20 08:22:39,user44,192.168.26.13,FILE_ACCESS,SUCCESS
2026-06-20 08:43:56,user49,192.168.26.13,LOGIN_FAIL,FAILED
2026-06-20 17:26:50,user29,192.168.125.55,LOGOUT,SUCCESS
2026-06-20 11:18:14,user28,192.168.172.167,ERROR,FAILED
2026-06-20 16:57:05,user31,192.168.40.56,LOGIN_SUCCESS,SUCCESS
2026-06-20 14:04:03,user43,192.168.150.110,LOGIN_FAIL,FAILED
2026-06-20 10:55:39,user27,192.168.103.93,ERROR,FAILED
2026-06-20 13:14:48,user26,192.168.226.147,FILE_ACCESS,SUCCESS
2026-06-20 08:40:04,user6,192.168.130.156,LOGIN_SUCCESS,SUCCESS
2026-06-20 13:53:06,user50,192.168.155.68,LOGIN_SUCCESS,SUCCESS
2026-06-20 17:22:04,user43,192.168.164.29,FILE_ACCESS,SUCCESS
2026-06-20 16:24:36,user4,192.168.76.112,LOGIN_FAIL,FAILED
2026-06-20 14:35:09,user49,192.168.182.162,ACCESS_DENIED,FAILED
2026-06-20 16:02:49,user4,192.168.220.141,LOGIN_FAIL,FAILED
2026-06-20 17:59:53,user19,192.168.250.237,LOGIN_SUCCESS,SUCCESS
2026-06-20 16:49:26,user2,192.168.187.118,CONFIG_CHANGE,SUCCESS
2026-06-20 12:21:22,user11,192.168.166.26,LOGIN_SUCCESS,SUCCESS
2026-06-20 08:14:56,user27,192.168.136.224,LOGIN_FAIL,FAILED
2026-06-20 10:03:55,user8,192.168.96.196,ERROR,FAILED
2026-06-20 10:48:10,user46,192.168.253.213,LOGIN_SUCCESS,SUCCESS
2026-06-20 12:58:39,user31,192.168.41.117,CONFIG_CHANGE,SUCCESS
2026-06-20 12:26:13,user36,192.168.130.156,LOGIN_FAIL,FAILED
2026-06-20 11:28:11,user33,192.168.64.58,ERROR,FAILED
2026-06-20 10:29:06,user18,192.168.151.72,FILE_ACCESS,SUCCESS
2026-06-20 15:33:13,user33,192.168.24.194,LOGIN_SUCCESS,SUCCESS
2026-06-20 08:02:48,user47,192.168.225.184,LOGIN_SUCCESS,SUCCESS
2026-06-20 16:54:49,user29,192.168.221.93,ACCESS_DENIED,FAILED
2026-06-20 14:16:58,user36,192.168.57.36,FILE_ACCESS,SUCCESS
2026-06-20 14:52:00,user21,192.168.130.156,FILE_ACCESS,SUCCESS
2026-06-20 12:20:50,user25,192.168.177.52,LOGIN_FAIL,FAILED
2026-06-20 15:28:40,user21,192.168.130.155,ERROR,FAILED
2026-06-20 14:56:24,user43,192.168.242.3,FILE_ACCESS,SUCCESS
2026-06-20 10:46:08,user3,192.168.93.225,LOGIN_FAIL,FAILED
2026-06-20 14:02:37,user29,192.168.87.27,LOGIN_FAIL,FAILED
2026-06-20 16:19:05,user47,192.168.58.36,LOGIN_FAIL,FAILED
2026-06-20 10:48:36,user31,192.168.2.195,FILE_ACCESS,SUCCESS
2026-06-20 12:49:28,user40,192.168.131.127,ERROR,FAILED
2026-06-20 09:27:43,user44,192.168.103.93,FILE_ACCESS,SUCCESS
2026-06-20 14:55:04,user41,192.168.68.192,ERROR,FAILED
2026-06-20 16:52:58,user3,192.168.169.122,ERROR,FAILED
2026-06-20 12:16:25,user44,192.168.18.232,LOGOUT,SUCCESS
2026-06-20 12:08:28,user6,192.168.224.237,LOGIN_SUCCESS,SUCCESS
2026-06-20 09:47:31,user41,192.168.220.141,ERROR,FAILED
2026-06-20 09:49:46,user11,192.168.28.223,ERROR,FAILED
2026-06-20 08:31:37,user21,192.168.130.155,FILE_ACCESS,SUCCESS
2026-06-20 13:20:26,user24,192.168.203.175,LOGIN_SUCCESS,SUCCESS
2026-06-20 12:26:43,user27,192.168.251.195,ACCESS_DENIED,FAILED
2026-06-20 11:16:40,user12,192.168.75.253,LOGIN_FAIL,FAILED
2026-06-20 14:57:50,user44,192.168.2.19,LOGIN_FAIL,FAILED
2026-06-20 10:36:19,user30,192.168.98.70,ERROR,FAILED
2026-06-20 16:21:58,user43,192.168.199.15,LOGIN_FAIL,FAILED
2026-06-20 16:28:10,user44,192.168.81.55,ACCESS_DENIED,FAILED
2026-06-20 09:20:40,user23,192.168.28.223,CONFIG_CHANGE,SUCCESS
2026-06-20 13:26:45,user28,192.168.85.19,ERROR,FAILED
2026-06-20 16:18:59,user13,192.168.118.37,CONFIG_CHANGE,SUCCESS
2026-06-20 16:47:47,user16,192.168.25.92,LOGIN_SUCCESS,SUCCESS
2026-06-20 14:32:04,user19,192.168.183.80,CONFIG_CHANGE,SUCCESS
2026-06-20 13:22:28,user43,192.168.174.190,LOGIN_SUCCESS,SUCCESS
2026-06-20 08:08:50,user44,192.168.238.139,FILE_ACCESS,SUCCESS
2026-06-20 08:53:34,user48,192.168.6.151,ACCESS_DENIED,FAILED
2026-06-20 13:12:36,user15,192.168.249.24,ERROR,FAILED
2026-06-20 14:24:49,user41,192.168.44.137,LOGIN_FAIL,FAILED
2026-06-20 12:33:45,user49,192.168.105.49,ERROR,FAILED
2026-06-20 10:29:23,user7,192.168.16.59,LOGOUT,SUCCESS
2026-06-20 08:43:03,user29,192.168.64.191,LOGIN_FAIL,FAILED
2026-06-20 14:38:31,user9,192.168.138.115,LOGIN_FAIL,FAILED
2026-06-20 13:22:20,user48,192.168.230.150,LOGIN_SUCCESS,SUCCESS
2026-06-20 11:39:19,user35,192.168.250.237,FILE_ACCESS,SUCCESS
2026-06-20 14:39:36,user33,192.168.251.195,LOGOUT,SUCCESS
2026-06-20 10:59:43,user31,192.168.199.15,CONFIG_CHANGE,SUCCESS
2026-06-20 13:22:22,user22,192.168.224.237,FILE_ACCESS,SUCCESS
2026-06-20 16:31:32,user10,192.168.2.195,FILE_ACCESS,SUCCESS
2026-06-20 12:06:25,user47,192.168.105.49,ERROR,FAILED
2026-06-20 15:14:04,user24,192.168.156.109,LOGIN_FAIL,FAILED
2026-06-20 15:10:58,user17,192.168.58.36,ACCESS_DENIED,FAILED
2026-06-20 16:16:44,user44,192.168.98.153,ERROR,FAILED
2026-06-20 12:46:21,user25,192.168.172.167,FILE_ACCESS,SUCCESS
2026-06-20 14:45:44,user44,192.168.25.92,LOGIN_FAIL,FAILED
2026-06-20 08:27:20,user36,192.168.2.19,LOGIN_SUCCESS,SUCCESS
2026-06-20 12:01:47,user5,192.168.72.172,ERROR,FAILED
2026-06-20 16:27:06,user20,192.168.14.173,ERROR,FAILED
2026-06-20 10:07:26,user3,192.168.142.76,LOGOUT,SUCCESS
2026-06-20 13:32:26,user8,192.168.93.225,LOGIN_FAIL,FAILED
2026-06-20 17:47:08,user25,192.168.97.21,ACCESS_DENIED,FAILED
2026-06-20 17:50:02,user38,192.168.1.245,ERROR,FAILED
2026-06-20 10:48:46,user42,192.168.41.117,LOGIN_FAIL,FAILED
2026-06-20 16:54:29,user27,192.168.151.57,LOGOUT,SUCCESS
2026-06-20 13:05:33,user45,192.168.109.9,LOGIN_SUCCESS,SUCCESS
2026-06-20 16:04:17,user16,192.168.28.223,FILE_ACCESS,SUCCESS
2026-06-20 09:48:31,user24,192.168.169.111,ACCESS_DENIED,FAILED
2026-06-20 14:31:46,user26,192.168.140.108,LOGIN_SUCCESS,SUCCESS
2026-06-20 10:13:25,user6,192.168.130.156,ERROR,FAILED
2026-06-20 08:23:19,user22,192.168.7.144,LOGIN_FAIL,FAILED
2026-06-20 10:17:32,user14,192.168.238.139,LOGIN_FAIL,FAILED
2026-06-20 11:46:16,user14,192.168.96.113,FILE_ACCESS,SUCCESS
2026-06-20 12:14:29,user50,192.168.103.93,LOGIN_FAIL,FAILED
2026-06-20 08:03:05,user10,192.168.55.234,CONFIG_CHANGE,SUCCESS
2026-06-20 17:50:03,user12,192.168.216.197,LOGIN_FAIL,FAILED
2026-06-20 08:28:09,user1,192.168.250.237,LOGIN_SUCCESS,SUCCESS
2026-06-20 12:19:53,user21,192.168.96.113,LOGIN_FAIL,FAILED
2026-06-20 12:49:51,user9,192.168.51.184,ERROR,FAILED
2026-06-20 17:34:37,user48,192.168.155.68,LOGIN_FAIL,FAILED
2026-06-20 16:09:38,user24,192.168.238.193,ACCESS_DENIED,FAILED
2026-06-20 09:59:06,user33,192.168.216.164,LOGIN_FAIL,FAILED
2026-06-20 08:47:21,user43,192.168.50.49,ACCESS_DENIED,FAILED
2026-06-20 16:20:18,user2,192.168.132.61,LOGIN_FAIL,FAILED
2026-06-20 16:43:10,user28,192.168.193.69,ERROR,FAILED
2026-06-20 16:55:30,user29,192.168.16.104,LOGIN_FAIL,FAILED
2026-06-20 09:28:14,user39,192.168.150.110,LOGIN_FAIL,FAILED
2026-06-20 10:17:50,user40,192.168.55.234,ERROR,FAILED
2026-06-20 17:58:57,user21,192.168.16.104,LOGIN_SUCCESS,SUCCESS
2026-06-20 17:39:30,user30,192.168.102.227,ACCESS_DENIED,FAILED
2026-06-20 15:49:53,user45,192.168.87.27,LOGIN_FAIL,FAILED
2026-06-20 11:54:51,user29,192.168.249.129,FILE_ACCESS,SUCCESS
2026-06-20 15:31:59,user30,192.168.131.127,LOGIN_SUCCESS,SUCCESS
2026-06-20 09:43:51,user28,192.168.144.138,LOGIN_SUCCESS,SUCCESS
2026-06-20 12:38:24,user10,192.168.120.136,ERROR,FAILED
2026-06-20 16:38:01,user6,192.168.151.72,FILE_ACCESS,SUCCESS
2026-06-20 09:41:49,user7,192.168.249.129,ERROR,FAILED
2026-06-20 14:47:01,user36,192.168.250.237,LOGIN_FAIL,FAILED
2026-06-20 14:00:03,user8,192.168.63.201,LOGIN_SUCCESS,SUCCESS
2026-06-20 15:41:57,user4,192.168.205.221,CONFIG_CHANGE,SUCCESS
2026-06-20 13:41:16,user7,192.168.161.41,ACCESS_DENIED,FAILED
2026-06-20 11:52:22,user43,192.168.148.50,ACCESS_DENIED,FAILED
2026-06-20 09:58:12,user36,192.168.29.40,LOGIN_SUCCESS,SUCCESS
2026-06-20 13:04:16,user15,192.168.177.52,FILE_ACCESS,SUCCESS
2026-06-20 08:28:40,user43,192.168.6.151,FILE_ACCESS,SUCCESS
2026-06-20 12:52:07,user12,192.168.23.152,LOGIN_SUCCESS,SUCCESS
2026-06-20 13:37:29,user23,192.168.131.127,LOGIN_FAIL,FAILED
2026-06-20 10:36:28,user43,192.168.238.139,LOGIN_SUCCESS,SUCCESS
2026-06-20 10:34:57,user41,192.168.47.72,CONFIG_CHANGE,SUCCESS
2026-06-20 09:40:13,user34,192.168.224.237,LOGIN_FAIL,FAILED
2026-06-20 15:38:34,user22,192.168.130.156,LOGIN_FAIL,FAILED
2026-06-20 13:40:23,user21,192.168.205.221,FILE_ACCESS,SUCCESS
2026-06-20 09:32:47,user10,192.168.51.184,LOGIN_FAIL,FAILED
2026-06-20 08:54:21,user6,192.168.122.207,LOGIN_SUCCESS,SUCCESS
2026-06-20 15:43:08,user39,192.168.126.5,LOGIN_SUCCESS,SUCCESS
2026-06-20 12:58:22,user49,192.168.156.163,ACCESS_DENIED,FAILED
2026-06-20 14:17:01,user8,192.168.249.129,LOGIN_SUCCESS,SUCCESS
2026-06-20 16:51:31,user43,192.168.209.18,LOGIN_SUCCESS,SUCCESS
2026-06-20 12:00:51,user39,192.168.227.138,LOGIN_FAIL,FAILED
2026-06-20 11:43:17,user14,192.168.118.37,FILE_ACCESS,SUCCESS
2026-06-20 12:39:05,user21,192.168.168.128,LOGIN_FAIL,FAILED
2026-06-20 17:03:16,user28,192.168.224.237,LOGIN_FAIL,FAILED
2026-06-20 14:55:17,user46,192.168.137.197,LOGIN_FAIL,FAILED
2026-06-20 14:26:50,user26,192.168.208.223,FILE_ACCESS,SUCCESS
2026-06-20 08:46:12,user2,192.168.196.46,ACCESS_DENIED,FAILED
2026-06-20 09:25:02,user37,192.168.144.138,LOGIN_SUCCESS,SUCCESS
2026-06-20 15:21:44,user41,192.168.166.26,LOGIN_SUCCESS,SUCCESS
2026-06-20 10:05:48,user2,192.168.197.165,CONFIG_CHANGE,SUCCESS
2026-06-20 11:07:43,user30,192.168.2.19,FILE_ACCESS,SUCCESS
2026-06-20 14:35:14,user28,192.168.88.72,FILE_ACCESS,SUCCESS
2026-06-20 12:25:45,user38,192.168.196.46,LOGIN_SUCCESS,SUCCESS
2026-06-20 09:25:54,user20,192.168.227.138,ERROR,FAILED
2026-06-20 12:02:00,user50,192.168.57.36,LOGIN_FAIL,FAILED
2026-06-20 17:17:35,user8,192.168.9.221,ACCESS_DENIED,FAILED
2026-06-20 11:31:47,user23,192.168.249.24,LOGIN_SUCCESS,SUCCESS
2026-06-20 10:41:19,user7,192.168.254.237,LOGIN_FAIL,FAILED
2026-06-20 11:35:28,user39,192.168.21.219,LOGIN_FAIL,FAILED
2026-06-20 09:22:18,user50,192.168.60.222,ERROR,FAILED
2026-06-20 16:26:45,user37,192.168.207.221,FILE_ACCESS,SUCCESS
2026-06-20 16:10:19,user37,192.168.25.25,ERROR,FAILED
2026-06-20 13:53:01,user21,192.168.16.59,LOGIN_FAIL,FAILED
2026-06-20 09:14:35,user29,192.168.245.200,ERROR,FAILED
2026-06-20 13:00:01,user4,192.168.231.133,LOGIN_SUCCESS,SUCCESS
2026-06-20 09:21:02,user30,192.168.64.191,ACCESS_DENIED,FAILED
2026-06-20 09:02:08,user19,192.168.98.153,LOGIN_FAIL,FAILED
2026-06-20 09:38:37,user39,192.168.151.57,ACCESS_DENIED,FAILED
2026-06-20 16:25:24,user36,192.168.103.255,CONFIG_CHANGE,SUCCESS
2026-06-20 08:44:48,user37,192.168.216.164,ERROR,FAILED
2026-06-20 13:51:11,user31,192.168.17.87,ACCESS_DENIED,FAILED
2026-06-20 09:07:34,user7,192.168.216.164,FILE_ACCESS,SUCCESS
2026-06-20 14:15:07,user6,192.168.16.104,ACCESS_DENIED,FAILED
2026-06-20 11:08:28,user16,192.168.56.60,ERROR,FAILED
2026-06-20 15:59:57,user34,192.168.209.18,ERROR,FAILED
2026-06-20 14:37:28,user19,192.168.120.136,LOGIN_SUCCESS,SUCCESS
2026-06-20 14:09:35,user39,192.168.105.49,LOGIN_FAIL,FAILED
2026-06-20 14:05:31,user22,192.168.57.115,LOGIN_FAIL,FAILED
2026-06-20 15:02:13,user17,192.168.225.184,ERROR,FAILED
2026-06-20 10:44:14,user6,192.168.57.36,ACCESS_DENIED,FAILED
2026-06-20 10:34:28,user20,192.168.29.40,CONFIG_CHANGE,SUCCESS
2026-06-20 15:08:07,user39,192.168.250.237,ERROR,FAILED
2026-06-20 09:32:32,user36,192.168.64.191,LOGIN_SUCCESS,SUCCESS
2026-06-20 13:58:47,user43,192.168.138.32,ERROR,FAILED
2026-06-20 17:34:57,user42,192.168.40.56,ERROR,FAILED
2026-06-20 17:15:24,user2,192.168.109.153,LOGIN_SUCCESS,SUCCESS
